drive,vehicle_type,measure,period,scenario,unit,economy,seriesName,value
,,,2027,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.202984
,,,2028,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.065771
,,,2029,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.105186
,,,2030,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.168594
,,,2031,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.264913
,,,2032,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.327554
,,,2033,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.455244
,,,2034,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.568568
,,,2035,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.667631
,,,2036,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.706043
,,,2037,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.778695
,,,2038,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.887757
,,,2039,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.886641
,,,2040,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.96603
,,,2041,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,8.046094
,,,2042,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,8.046469
,,,2043,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,8.014544
,,,2044,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.975306
,,,2045,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.975152
,,,2046,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.961965
,,,2047,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.937254
,,,2048,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.904023
,,,2049,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.887405
,,,2050,ref2023,2022 $/mcf,20_usa,natural gas delivered : commercial : east north central,7.885063
